-0.00061471,-0.00025106,0.72398167
-0.00060522,-0.00093499,0.72398194
-0.00058938,-0.00160976,0.72398237
-0.00056717,-0.00227661,0.72398299
-0.00053854,-0.00293679,0.72398379
-0.00050344,-0.00359151,0.72398476
-0.00046181,-0.00424198,0.72398592
-0.00041357,-0.00488942,0.72398725
-0.00035863,-0.00553501,0.72398878
-0.00029688,-0.00617996,0.72399049
-0.00022822,-0.00682545,0.72399240
-0.00015251,-0.00747269,0.72399450
-0.00006962,-0.00812287,0.72399680
0.00002061,-0.00877719,0.72399931
0.00011835,-0.00943687,0.72400202
0.00022377,-0.01010312,0.72400495
0.00033707,-0.01077719,0.72400809
0.00045846,-0.01146032,0.72401146
0.00058816,-0.01215377,0.72401506
0.00072642,-0.01285883,0.72401890
0.00087350,-0.01357680,0.72402298
0.00102965,-0.01430901,0.72402732
0.00119518,-0.01505682,0.72403191
0.00137039,-0.01582161,0.72403677
0.00155560,-0.01660480,0.72404192
0.00175116,-0.01740784,0.72404734
0.00195743,-0.01823222,0.72405307
0.00217479,-0.01907945,0.72405910
0.00240364,-0.01995111,0.72406545
0.00264440,-0.02084882,0.72407214
0.00289753,-0.02177423,0.72407916
0.00316349,-0.02272906,0.72408655
0.00344278,-0.02371508,0.72409430
0.00373590,-0.02473411,0.72410243
0.00404341,-0.02578803,0.72411097
0.00436586,-0.02687881,0.72411992
0.00470387,-0.02800845,0.72412930
0.00505806,-0.02917906,0.72413913
0.00542907,-0.03039279,0.72414943
0.00581760,-0.03165190,0.72416022
0.00622437,-0.03295871,0.72417151
0.00665013,-0.03431565,0.72418333
0.00709567,-0.03572522,0.72419569
0.00756181,-0.03719004,0.72420863
0.00804941,-0.03871282,0.72422217
0.00855939,-0.04029638,0.72423632
0.00909268,-0.04194365,0.72425112
0.00965027,-0.04365768,0.72426660
0.01023319,-0.04544164,0.72428278
0.01084252,-0.04729884,0.72429970
0.01147939,-0.04923271,0.72431737
0.01214498,-0.05124683,0.72433585
0.01284053,-0.05334494,0.72435515
0.01399694,-0.05680652,0.72438696
0.01468420,-0.05882325,0.72440510
0.01534437,-0.06072527,0.72442187
0.01597870,-0.06251621,0.72443728
0.01658842,-0.06419947,0.72445139
0.01717466,-0.06577825,0.72446420
0.01773855,-0.06725556,0.72447575
0.01828116,-0.06863419,0.72448605
0.01880352,-0.06991678,0.72449513
0.01930663,-0.07110577,0.72450301
0.01979144,-0.07220340,0.72450969
0.02025887,-0.07321178,0.72451519
0.02070982,-0.07413282,0.72451953
0.02114513,-0.07496826,0.72452271
0.02156564,-0.07571970,0.72452473
0.02197215,-0.07638857,0.72452560
0.02236543,-0.07697613,0.72452532
0.02274622,-0.07748351,0.72452390
0.02311526,-0.07791167,0.72452132
0.02347324,-0.07826142,0.72451759
0.02382084,-0.07853344,0.72451269
0.02415873,-0.07872822,0.72450662
0.02448754,-0.07884616,0.72449936
0.02480791,-0.07888747,0.72449091
0.02512044,-0.07885222,0.72448124
0.02542572,-0.07874036,0.72447034
0.02572434,-0.07855167,0.72445819
0.02601687,-0.07828578,0.72444475
0.02630385,-0.07794221,0.72443002
0.02658585,-0.07752028,0.72441396
0.02686338,-0.07701921,0.72439653
0.02713698,-0.07643803,0.72437772
0.02740718,-0.07577564,0.72435747
0.02767447,-0.07503079,0.72433575
0.02793938,-0.07420205,0.72431253
0.02820241,-0.07328786,0.72428775
0.02846405,-0.07228646,0.72426137
0.02872480,-0.07119597,0.72423334
0.02898517,-0.07001430,0.72420361
0.02924563,-0.06873920,0.72417211
0.02950670,-0.06736826,0.72413879
0.02976886,-0.06589887,0.72410360
0.03003262,-0.06432823,0.72406644
0.03029847,-0.06265335,0.72402727
0.03056693,-0.06087106,0.72398600
0.03083849,-0.05897796,0.72394256
0.03111369,-0.05697045,0.72389686
0.03139303,-0.05484472,0.72384882
0.03167706,-0.05259673,0.72379834
0.03196631,-0.05022219,0.72374533
0.03226134,-0.04771660,0.72368969
0.03256269,-0.04507519,0.72363131
0.03287096,-0.04229294,0.72357008
0.03318671,-0.03936456,0.72350588
0.03351056,-0.03628448,0.72343860
0.03384312,-0.03304684,0.72336811
0.03418502,-0.02964549,0.72329426
0.03453691,-0.02607396,0.72321692
0.03489946,-0.02232545,0.72313595
0.03527336,-0.01839286,0.72305119
0.03565932,-0.01426868,0.72296247
0.03605808,-0.00994509,0.72286964
0.03673737,-0.00249067,0.72270997
0.03712927,0.00178475,0.72261862
0.03750695,0.00587651,0.72253140
0.03787114,0.00979234,0.72244812
0.03822251,0.01353965,0.72236864
0.03856174,0.01712551,0.72229281
0.03888946,0.02055670,0.72222049
0.03920630,0.02383972,0.72215153
0.03951286,0.02698077,0.72208580
0.03980970,0.02998578,0.72202319
0.04009740,0.03286044,0.72196358
0.04037650,0.03561019,0.72190684
0.04064753,0.03824022,0.72185288
0.04091099,0.04075550,0.72180159
0.04116740,0.04316079,0.72175288
0.04141722,0.04546063,0.72170665
0.04166093,0.04765939,0.72166281
0.04189901,0.04976120,0.72162129
0.04213188,0.05177004,0.72158200
0.04236000,0.05368972,0.72154487
0.04258380,0.05552386,0.72150983
0.04280369,0.05727593,0.72147682
0.04302010,0.05894924,0.72144576
0.04323344,0.06054695,0.72141661
0.04344410,0.06207209,0.72138931
0.04365249,0.06352753,0.72136380
0.04385899,0.06491604,0.72134004
0.04406401,0.06624023,0.72131798
0.04426792,0.06750261,0.72129758
0.04447112,0.06870557,0.72127881
0.04467399,0.06985137,0.72126162
0.04487690,0.07094219,0.72124599
0.04508025,0.07198009,0.72123188
0.04528442,0.07296703,0.72121927
0.04548979,0.07390487,0.72120813
0.04569676,0.07479539,0.72119844
0.04590571,0.07564027,0.72119019
0.04611704,0.07644111,0.72118336
0.04633115,0.07719943,0.72117794
0.04654844,0.07791665,0.72117391
0.04676932,0.07859414,0.72117127
0.04699422,0.07923316,0.72117002
0.04722356,0.07983495,0.72117014
0.04745776,0.08040062,0.72117165
0.04769728,0.08093125,0.72117454
0.04794257,0.08142784,0.72117882
0.04819408,0.08189133,0.72118450
0.04845230,0.08232260,0.72119159
0.04871772,0.08272246,0.72120010
0.04899083,0.08309167,0.72121004
0.04927215,0.08343093,0.72122145
0.04956222,0.08374087,0.72123433
0.04986157,0.08402209,0.72124872
0.05017079,0.08427511,0.72126463
0.05049045,0.08450042,0.72128210
